"package"	"first_published"	"naming_convention"	"author_count"	"is_orphaned"	"public_repository"	"has_tests"	"is_versioned"	"specifies_r_version"	"is_roxygenised"	"copyright_license"
"MasterBayes"	2006	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MAT"	2011	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MATA"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"Matching"	2004	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"MatchingFrontier"	2014	"Mixed Case"	4	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"matchingMarkets"	2014	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"MatchIt"	2005	"Mixed Case"	4	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mathgraph"	2004	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"Unknown"
"matie"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"matlab"	2004	"Lower Case"	1	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"Artistic-2.0"
"matpow"	2014	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"matR"	2014	"Mixed Case"	3	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"BSD_2_clause"
"Matrix"	2000	"Mixed Case"	2	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"matrixcalc"	2007	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MatrixEQTL"	2011	"Mixed Case"	1	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"LGPL-3"
"MatrixModels"	2010	"Mixed Case"	2	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"matrixpls"	2013	"Lower Case"	1	FALSE	"GitHub"	"RUnit"	TRUE	FALSE	FALSE	"GPL-3"
"matrixStats"	2009	"Mixed Case"	6	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"Artistic-2.0"
"MATTOOLS"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MAVIS"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	TRUE	"GPL-3"
"MAVTgsa"	2012	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MaXact"	2009	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"maxent"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-3"
"maxLik"	2008	"Mixed Case"	4	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"maxlike"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"MaxPro"	2015	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"LGPL-2.1"
"maxstat"	2001	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MazamaSpatialUtils"	2015	"Mixed Case"	3	FALSE	"None"	"testthat"	TRUE	TRUE	TRUE	"GPL-3"
"MBA"	2006	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mbbefd"	2013	"Lower Case"	1	FALSE	"GitHub"	"testthat"	TRUE	TRUE	FALSE	"GPL-2"
"MBCluster.Seq"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"MBESS"	2006	"Mixed Case"	2	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"mbest"	2014	"Lower Case"	1	FALSE	"None"	"testthat"	FALSE	FALSE	FALSE	"Apache License"
"MBI"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mblm"	2005	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MBmca"	2012	"Mixed Case"	2	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"mbmdr"	2010	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mboost"	2006	"Lower Case"	7	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mc2d"	2009	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MC2toPath"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MCAPS"	2008	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MCAvariants"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mcbiopi"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"LGPL-2"
"mcc"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mcclust"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MCDA"	2013	"Mixed Case"	2	FALSE	"GitHub"	"None/Other"	TRUE	FALSE	FALSE	"CeCILL-2"
"mcga"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"mcgibbsit"	2004	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"mcGlobaloptim"	2013	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mcheatmaps"	2014	"Lower Case"	2	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"MChtest"	2006	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mcIRT"	2013	"Mixed Case"	1	FALSE	"GitHub"	"testthat"	FALSE	TRUE	FALSE	"GPL-3"
"MCL"	2015	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mcll"	2012	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mclogit"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mclust"	1999	"Lower Case"	5	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"mcmc"	2005	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"MIT"
"MCMC4Extremes"	2015	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MCMCglmm"	2009	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MCMC.OTU"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"MCMCpack"	2003	"Mixed Case"	4	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"mcmcplots"	2010	"Lower Case"	4	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MCMC.qpcr"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"mcmcse"	2012	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mco"	2008	"Lower Case"	5	FALSE	"Other"	"testthat"	FALSE	TRUE	FALSE	"GPL-2"
"Mcomp"	2009	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MConjoint"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"MCPAN"	2008	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"McParre"	2011	"Mixed Case"	1	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MCPerm"	2012	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MCPMod"	2008	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"mcprofile"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mcr"	2012	"Lower Case"	1	FALSE	"None"	"RUnit"	TRUE	TRUE	FALSE	"GPL"
"MCS"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"mcsm"	2009	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"McSpatial"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mda"	1998	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mdatools"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"mded"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"CC0"
"MDM"	2011	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MDPtoolbox"	2012	"Mixed Case"	5	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"BSD_3_clause"
"MDR"	2010	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mdscore"	2014	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mdsdt"	2014	"Lower Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"measuRing"	2014	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"meboot"	2007	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mederrRank"	2012	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"medflex"	2014	"Lower Case"	6	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"mediation"	2009	"Lower Case"	5	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"medicalrisk"	2015	"Lower Case"	2	FALSE	"None"	"testthat"	FALSE	TRUE	TRUE	"GPL-3"
"MedOr"	2012	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"medSTC"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"Unknown"
"MEET"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"mefa"	2007	"Lower Case"	1	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mefa4"	2011	"Lower Case"	1	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"megaptera"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"meifly"	2007	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	TRUE	"MIT"
"mem"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"memgene"	2014	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"memisc"	2007	"Lower Case"	5	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"memoise"	2010	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	TRUE	FALSE	TRUE	"MIT"
"MEMSS"	2005	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"memuse"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MenuCollection"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MergeGUI"	2011	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"merror"	2006	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MESS"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"meta"	2006	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MetABEL"	2011	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MetabolAnalyze"	2010	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"metabolomics"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"metacom"	2013	"Lower Case"	5	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"metacor"	2009	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MetaDE"	2012	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"metafolio"	2014	"Lower Case"	5	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"metafor"	2009	"Lower Case"	1	FALSE	"Other"	"testthat"	FALSE	TRUE	FALSE	"GPL-2"
"metagen"	2012	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"MetaLandSim"	2014	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"metaLik"	2011	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"metaMA"	2009	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"metamisc"	2012	"Lower Case"	1	FALSE	"RForge"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"metaMix"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-3"
"metap"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MetaPCA"	2011	"Mixed Case"	2	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"metaplus"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MetaQC"	2011	"Mixed Case"	2	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"metaRNASeq"	2014	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"metasens"	2014	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MetaSKAT"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"metatest"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"Metatron"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"meteoForecast"	2014	"Mixed Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"meteogRam"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MetFns"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"Meth27QC"	2011	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MethComp"	2011	"Mixed Case"	4	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"Methplot"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MetNorm"	2015	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"Metrics"	2012	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	TRUE	FALSE	FALSE	"BSD"
"metRology"	2012	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mets"	2012	"Lower Case"	2	FALSE	"RForge"	"testthat"	TRUE	TRUE	TRUE	"GPL-2"
"MetSizeR"	2013	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MetStaT"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"Apache License"
"mewAvg"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	TRUE	"GPL-2"
"MExPosition"	2012	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MF"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"MIT"
"MFDA"	2006	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MFHD"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"mFilter"	2006	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mfp"	2004	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MfUSampler"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"mfx"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mgcv"	2000	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MGL"	2014	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	TRUE	"GPL-2"
"mgpd"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"mgraph"	2012	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MGRASTer"	2014	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"BSD_2_clause"
"MGSDA"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mGSZ"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MHadaptive"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"mhsmm"	2009	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"mht"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"mhurdle"	2010	"Lower Case"	3	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mi"	2008	"Lower Case"	5	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mice"	2006	"Lower Case"	6	FALSE	"Other"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"miceadds"	2014	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"micEcon"	2005	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"micEconAids"	2009	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"micEconCES"	2010	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"micEconSNQP"	2010	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"microbenchmark"	2011	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	TRUE	"BSD_2_clause"
"MicroDatosEs"	2013	"Mixed Case"	3	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"micromap"	2012	"Lower Case"	5	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"micromapST"	2013	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"micropan"	2014	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MicroStrategyR"	2013	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"MicSim"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"midasr"	2013	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"MigClim"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"migest"	2012	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"migration.indices"	2013	"Non-Alphanumeric"	2	FALSE	"GitHub"	"None/Other"	TRUE	FALSE	FALSE	"AGPL-3"
"migui"	2010	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MIICD"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-3"
"MIIVsem"	2015	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"MILC"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"mime"	2014	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MImix"	2012	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MindOnStats"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"minerva"	2012	"Lower Case"	6	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-3"
"Miney"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"miniCRAN"	2014	"Mixed Case"	3	FALSE	"GitHub"	"testthat"	TRUE	FALSE	TRUE	"GPL-2"
"miniGUI"	2009	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"minimax"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"minimist"	2015	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	TRUE	"MIT"
"minpack.lm"	2004	"Non-Alphanumeric"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"minPtest"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"minqa"	2010	"Lower Case"	4	FALSE	"RForge"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"minque"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"minxent"	2012	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mipfp"	2014	"Lower Case"	3	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MIPHENO"	2011	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"miRada"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"mirt"	2011	"Lower Case"	4	FALSE	"GitHub"	"testthat"	FALSE	TRUE	TRUE	"GPL"
"mirtCAT"	2014	"Mixed Case"	1	FALSE	"GitHub"	"testthat"	TRUE	FALSE	TRUE	"GPL"
"miRtest"	2011	"Mixed Case"	3	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"misc3d"	2005	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"miscF"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"miscFuncs"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	TRUE	"GPL-3"
"miscset"	2014	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	TRUE	"GPL-3"
"miscTools"	2009	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"missForest"	2011	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"MissingDataGUI"	2011	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"missMDA"	2010	"Mixed Case"	2	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"MissMech"	2013	"Mixed Case"	4	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MiST"	2013	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"LGPL-2"
"mistat"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mistral"	2013	"Lower Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"CeCILL"
"MitISEM"	2012	"Mixed Case"	4	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"mitools"	2004	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mix"	2003	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"Unlimited"
"mixAK"	2009	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"MixAll"	2015	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"mixcat"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mixdist"	2008	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"MixedTS"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"mixer"	2008	"Lower Case"	7	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mixexp"	2011	"Lower Case"	3	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"MixGHD"	2014	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"mixlm"	2015	"Lower Case"	3	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"mixlow"	2008	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
