"package"	"first_published"	"naming_convention"	"author_count"	"is_orphaned"	"public_repository"	"has_tests"	"is_versioned"	"specifies_r_version"	"is_roxygenised"	"copyright_license"
"GCD"	2013	"Mixed Case"	1	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gcdnet"	2012	"Lower Case"	2	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"gclus"	2004	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gcmr"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gconcord"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gcookbook"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GCPM"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"gdalUtils"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gdata"	2005	"Lower Case"	11	FALSE	"None"	"RUnit"	TRUE	TRUE	FALSE	"GPL-2"
"g.data"	2001	"Non-Alphanumeric"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GDAtools"	2014	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GDELTtools"	2013	"Mixed Case"	5	FALSE	"None"	"testthat"	FALSE	TRUE	FALSE	"MIT"
"gdimap"	2012	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gdistance"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gdm"	2015	"Lower Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gee"	1999	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"geeM"	2012	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"geepack"	2002	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"geesmv"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"geigen"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"geiger"	2007	"Lower Case"	13	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gelnet"	2015	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"gems"	2013	"Lower Case"	3	FALSE	"None"	"None/Other"	TRUE	FALSE	TRUE	"GPL-2"
"gemtc"	2012	"Lower Case"	2	FALSE	"GitHub"	"testthat"	FALSE	FALSE	FALSE	"GPL-3"
"gemtc.jar"	2012	"Non-Alphanumeric"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-3"
"GenABEL"	2007	"Mixed Case"	1	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GenABEL.data"	2013	"Mixed Case"	2	FALSE	"RForge"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"genalg"	2005	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"genasis"	2014	"Lower Case"	6	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GenBinomApps"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"gendata"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"gender"	2014	"Lower Case"	3	FALSE	"GitHub"	"testthat"	TRUE	TRUE	TRUE	"MIT"
"genderizeR"	2015	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	TRUE	"MIT"
"GENEAread"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"GeneCycle"	2006	"Mixed Case"	4	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL"
"GeneF"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GeneFeST"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"Geneland"	2004	"Mixed Case"	3	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"geneListPie"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"GeneNet"	2006	"Mixed Case"	3	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL"
"genepi"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GeneralizedHyperbolic"	2010	"Mixed Case"	1	FALSE	"Other"	"RUnit"	FALSE	TRUE	FALSE	"GPL-2"
"GeneReg"	2009	"Mixed Case"	1	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"LGPL-2"
"geneSignatureFinder"	2012	"Mixed Case"	2	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"genetics"	2002	"Lower Case"	5	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"GeneticSubsetter"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GeneticTools"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GenForImp"	2015	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"GenKern"	2000	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"genlasso"	2012	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GENLIB"	2014	"Mixed Case"	6	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"genMOSS"	2013	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"genMOSSplus"	2013	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"genoPlotR"	2010	"Mixed Case"	1	FALSE	"RForge"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GenOrd"	2012	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"genpathmox"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-3"
"genridge"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GenSA"	2011	"Mixed Case"	5	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gensemble"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"genSurv"	2012	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GenWin"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"MIT"
"geoBayes"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"geocodeHERE"	2014	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	TRUE	"MIT"
"geoCount"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GeoDE"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GeoGenetix"	2014	"Mixed Case"	2	TRUE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"GeoLight"	2012	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GEOmap"	2008	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"geomapdata"	2008	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"geometry"	2005	"Lower Case"	6	FALSE	"RForge"	"testthat"	FALSE	TRUE	TRUE	"GPL"
"geomorph"	2012	"Lower Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"geonames"	2008	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL-3"
"geophys"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"geoR"	2001	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"geoRglm"	2002	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"georob"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"geoscale"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"geospacom"	2013	"Lower Case"	6	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"geosphere"	2010	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"geospt"	2012	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"geostatsp"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"geotools"	2012	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"geotopbricks"	2012	"Lower Case"	3	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GeoXp"	2006	"Mixed Case"	5	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"geozoo"	2008	"Lower Case"	3	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GESTr"	2013	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"getopt"	2008	"Lower Case"	1	FALSE	"GitHub"	"testthat"	TRUE	FALSE	FALSE	"GPL-2"
"GetoptLong"	2013	"Mixed Case"	1	FALSE	"GitHub"	"testthat"	TRUE	TRUE	FALSE	"GPL-2"
"GetR"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-3"
"gets"	2014	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gettingtothebottom"	2013	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	TRUE	"MIT"
"GEVcdn"	2010	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"GEVStableGarch"	2014	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GExMap"	2008	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gfcanalysis"	2014	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL"
"GGally"	2010	"Mixed Case"	10	FALSE	"None"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"ggdendro"	2013	"Lower Case"	2	FALSE	"GitHub"	"testthat"	FALSE	FALSE	TRUE	"GPL-2"
"GGEBiplotGUI"	2011	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"ggenealogy"	2015	"Lower Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"ggExtra"	2015	"Mixed Case"	1	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	TRUE	"MIT"
"GGIR"	2013	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"LGPL-2"
"gglasso"	2012	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"ggm"	2003	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"ggmap"	2011	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"ggmcmc"	2012	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	TRUE	"GPL-2"
"GGMselect"	2009	"Mixed Case"	4	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"ggparallel"	2012	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"MIT"
"ggplot2"	2007	"Lower Case"	2	FALSE	"GitHub"	"testthat"	TRUE	TRUE	TRUE	"GPL-2"
"ggRandomForests"	2014	"Mixed Case"	1	FALSE	"GitHub"	"testthat"	TRUE	TRUE	TRUE	"GPL"
"ggROC"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"ggsubplot"	2012	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"ggswissmaps"	2014	"Lower Case"	1	FALSE	"None"	"testthat"	TRUE	TRUE	FALSE	"GPL-2"
"ggthemes"	2012	"Lower Case"	7	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	TRUE	"GPL-2"
"ggvis"	2014	"Lower Case"	11	FALSE	"Other"	"testthat"	TRUE	TRUE	TRUE	"GPL-2"
"GhcnDaily"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GHQp"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"ghyp"	2007	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GibbsACOV"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gibbs.met"	2008	"Non-Alphanumeric"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GIGrvg"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GillespieSSA"	2007	"Mixed Case"	1	TRUE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"gimme"	2014	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gIPFrm"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"giRaph"	2005	"Mixed Case"	3	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GISTools"	2012	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gistr"	2015	"Lower Case"	3	FALSE	"GitHub"	"testthat"	TRUE	FALSE	TRUE	"MIT"
"git2r"	2015	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"gitter"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"LGPL-2"
"Giza"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"glarma"	2013	"Lower Case"	4	FALSE	"None"	"RUnit"	FALSE	TRUE	FALSE	"GPL-2"
"glasso"	2007	"Lower Case"	3	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"glassomix"	2013	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"glba"	2015	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"glcm"	2014	"Lower Case"	1	FALSE	"GitHub"	"testthat"	FALSE	TRUE	TRUE	"GPL"
"gld"	2000	"Lower Case"	3	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"GLDEX"	2012	"Mixed Case"	10	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL"
"gldist"	2012	"Lower Case"	2	FALSE	"None"	"RUnit"	FALSE	TRUE	FALSE	"GPL-2"
"GLDreg"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL"
"glinternet"	2013	"Lower Case"	2	FALSE	"Other"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"gllm"	2002	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"glm2"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"glmc"	2006	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"glmdm"	2009	"Lower Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"glmgraph"	2015	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"glmlep"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"glmm"	2015	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"glmmBUGS"	2008	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"glmmGS"	2011	"Mixed Case"	4	FALSE	"RForge"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"glmmLasso"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"glmmML"	2003	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL"
"glmnet"	2008	"Lower Case"	4	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"glmnetcr"	2011	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"glmpath"	2005	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"glmpathcr"	2010	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"glmulti"	2009	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"glmvsd"	2014	"Lower Case"	3	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"glmx"	2013	"Lower Case"	3	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"globalboosttest"	2012	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GlobalDeviance"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"globalGSA"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GlobalOptions"	2014	"Mixed Case"	1	FALSE	"GitHub"	"testthat"	TRUE	TRUE	FALSE	"GPL-2"
"globalOptTests"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"glogis"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"glpkAPI"	2011	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-3"
"glrt"	2010	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GLSME"	2014	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gmailr"	2014	"Lower Case"	1	FALSE	"GitHub"	"testthat"	TRUE	TRUE	TRUE	"MIT"
"gmatrix"	2013	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GMCM"	2014	"Mixed Case"	3	FALSE	"GitHub"	"testthat"	TRUE	FALSE	TRUE	"GPL-2"
"gMCP"	2010	"Mixed Case"	2	FALSE	"GitHub"	"RUnit"	FALSE	TRUE	FALSE	"GPL-2"
"GMD"	2011	"Mixed Case"	2	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GMDH"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"Gmisc"	2015	"Mixed Case"	1	FALSE	"GitHub"	"testthat"	FALSE	FALSE	TRUE	"GPL"
"gmm"	2008	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GMMBoost"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"gmnl"	2015	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"gmodels"	2005	"Lower Case"	8	FALSE	"Other"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gmp"	2004	"Lower Case"	5	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gmt"	2005	"Lower Case"	1	FALSE	"Other"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gMWT"	2012	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GNE"	2014	"Mixed Case"	1	FALSE	"RForge"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gnm"	2005	"Lower Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gnmf"	2012	"Lower Case"	3	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gnumeric"	2009	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"goalprog"	2008	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gof"	2009	"Lower Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GoFKernel"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"goft"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL"
"goftest"	2014	"Lower Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GOGANPA"	2012	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gogarch"	2009	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"googleVis"	2010	"Mixed Case"	3	FALSE	"GitHub"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"gooJSON"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GOplot"	2015	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"goric"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"govStatJPN"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gpairs"	2011	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GPareto"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	TRUE	"GPL-3"
"GPArotation"	2005	"Mixed Case"	2	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GPC"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"gPCA"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gpclib"	2003	"Lower Case"	2	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"Unknown"
"GPCSIV"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-2"
"gPdtest"	2009	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GPFDA"	2013	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"GPfit"	2012	"Mixed Case"	3	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gpk"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gplm"	2013	"Lower Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gplots"	2005	"Lower Case"	11	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GPLTR"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gpmap"	2013	"Lower Case"	2	FALSE	"None"	"None/Other"	TRUE	FALSE	FALSE	"GPL-3"
"gpr"	2013	"Lower Case"	1	TRUE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"gProfileR"	2012	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"GPseq"	2010	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gptk"	2010	"Lower Case"	4	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"BSD_2_clause"
"gputools"	2009	"Lower Case"	3	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"GPL-3"
"GPvam"	2012	"Mixed Case"	4	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"grade"	2008	"Lower Case"	1	FALSE	"GitHub"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"GRaF"	2013	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"gRain"	2008	"Mixed Case"	1	FALSE	"Other"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gramEvol"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GrammR"	2014	"Mixed Case"	7	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"LGPL-3"
"granova"	2007	"Lower Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"granovaGG"	2011	"Mixed Case"	5	FALSE	"None"	"None/Other"	FALSE	TRUE	TRUE	"GPL-2"
"gRapfa"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"gRapHD"	2009	"Mixed Case"	3	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL"
"GrapheR"	2011	"Mixed Case"	1	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
"graphicalVAR"	2015	"Mixed Case"	1	FALSE	"None"	"None/Other"	TRUE	TRUE	FALSE	"GPL-2"
"graphicsQC"	2008	"Mixed Case"	2	FALSE	"RForge"	"None/Other"	FALSE	FALSE	FALSE	"GPL-2"
"GraphPCA"	2014	"Mixed Case"	2	FALSE	"None"	"None/Other"	FALSE	TRUE	FALSE	"GPL-2"
